segment_name,confidence_assessment,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_emotion_distribution_%,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise
nn5k4snG3rA_seg004,3.0,0.00631,2e-05,0.01506,0.0,31.0,neutral,"{'sad': 35.5, 'neutral': 41.9, 'happy': 12.9, 'fear': 9.7}",0.0,0.0,9.7,12.9,41.9,35.5,0.0
nn5k4snG3rA_seg005,4.0,0.00849,3e-05,0.01574,1e-05,31.0,happy,"{'happy': 32.3, 'neutral': 16.1, 'sad': 32.3, 'fear': 19.4}",0.0,0.0,19.4,32.3,16.1,32.3,0.0
nn5k4snG3rA_seg006,3.0,0.00688,2e-05,0.01539,0.0,31.0,sad,"{'sad': 32.3, 'neutral': 29.0, 'happy': 29.0, 'fear': 9.7}",0.0,0.0,9.7,29.0,29.0,32.3,0.0
nn5k4snG3rA_seg007,3.0,0.00594,2e-05,0.01525,1e-05,31.0,sad,"{'happy': 6.5, 'neutral': 25.8, 'sad': 58.1, 'fear': 9.7}",0.0,0.0,9.7,6.5,25.8,58.1,0.0
nn5k4snG3rA_seg008,4.0,0.00628,2e-05,0.01574,0.0,32.0,sad,"{'sad': 65.6, 'happy': 15.6, 'neutral': 15.6, 'fear': 3.1}",0.0,0.0,3.1,15.6,15.6,65.6,0.0
nn5k4snG3rA_seg009,3.0,0.00511,1e-05,0.01621,1e-05,31.0,neutral,"{'neutral': 35.5, 'happy': 22.6, 'sad': 35.5, 'fear': 6.5}",0.0,0.0,6.5,22.6,35.5,35.5,0.0
nn5k4snG3rA_seg010,3.0,0.00471,3e-05,0.01072,3e-05,31.0,sad,"{'neutral': 29.0, 'sad': 48.4, 'happy': 19.4, 'fear': 3.2}",0.0,0.0,3.2,19.4,29.0,48.4,0.0
nn5k4snG3rA_seg011,4.0,0.00477,1e-05,0.01595,1e-05,32.0,sad,"{'sad': 75.0, 'neutral': 18.8, 'fear': 6.2}",0.0,0.0,6.2,0.0,18.8,75.0,0.0
nn5k4snG3rA_seg012,4.0,0.00405,1e-05,0.01392,0.0,31.0,sad,"{'sad': 77.4, 'neutral': 19.4, 'happy': 3.2}",0.0,0.0,0.0,3.2,19.4,77.4,0.0
nn5k4snG3rA_seg013,4.0,0.00502,1e-05,0.0138,1e-05,32.0,sad,"{'sad': 46.9, 'neutral': 28.1, 'happy': 9.4, 'fear': 9.4, 'angry': 6.2}",6.2,0.0,9.4,9.4,28.1,46.9,0.0
nn5k4snG3rA_seg014,3.0,0.00414,1e-05,0.01385,1e-05,33.0,fear,"{'neutral': 18.2, 'happy': 15.2, 'sad': 24.2, 'fear': 42.4}",0.0,0.0,42.4,15.2,18.2,24.2,0.0
nn5k4snG3rA_seg015,4.0,0.00574,2e-05,0.01325,1e-05,31.0,sad,"{'sad': 67.7, 'happy': 19.4, 'neutral': 9.7, 'surprise': 3.2}",0.0,0.0,0.0,19.4,9.7,67.7,3.2
nn5k4snG3rA_seg016,4.0,0.0045,1e-05,0.01301,0.0,33.0,sad,"{'happy': 15.2, 'neutral': 33.3, 'sad': 36.4, 'angry': 3.0, 'fear': 12.1}",3.0,0.0,12.1,15.2,33.3,36.4,0.0
nn5k4snG3rA_seg017,3.0,0.00403,1e-05,0.01173,0.0,34.0,sad,"{'happy': 29.4, 'sad': 41.2, 'fear': 8.8, 'neutral': 20.6}",0.0,0.0,8.8,29.4,20.6,41.2,0.0
nn5k4snG3rA_seg018,3.0,0.00574,1e-05,0.01739,1e-05,33.0,sad,"{'happy': 9.1, 'sad': 48.5, 'neutral': 6.1, 'fear': 33.3, 'surprise': 3.0}",0.0,0.0,33.3,9.1,6.1,48.5,3.0
nn5k4snG3rA_seg019,3.0,0.00542,1e-05,0.01773,1e-05,32.0,sad,"{'sad': 78.1, 'neutral': 12.5, 'fear': 6.2, 'happy': 3.1}",0.0,0.0,6.2,3.1,12.5,78.1,0.0
nn5k4snG3rA_seg020,3.0,0.00456,1e-05,0.01478,1e-05,31.0,sad,"{'sad': 48.4, 'fear': 16.1, 'neutral': 19.4, 'happy': 12.9, 'surprise': 3.2}",0.0,0.0,16.1,12.9,19.4,48.4,3.2
nn5k4snG3rA_seg021,3.0,0.00468,1e-05,0.01213,0.0,32.0,sad,"{'fear': 12.5, 'happy': 15.6, 'sad': 46.9, 'neutral': 25.0}",0.0,0.0,12.5,15.6,25.0,46.9,0.0
nn5k4snG3rA_seg022,3.0,0.00584,2e-05,0.0121,0.0,32.0,sad,"{'happy': 15.6, 'fear': 15.6, 'sad': 43.8, 'neutral': 25.0}",0.0,0.0,15.6,15.6,25.0,43.8,0.0
nn5k4snG3rA_seg023,4.0,0.00519,2e-05,0.01254,0.0,33.0,sad,"{'sad': 60.6, 'neutral': 33.3, 'fear': 3.0, 'angry': 3.0}",3.0,0.0,3.0,0.0,33.3,60.6,0.0
nn5k4snG3rA_seg024,3.0,0.00406,1e-05,0.01454,1e-05,32.0,sad,"{'neutral': 31.2, 'sad': 46.9, 'fear': 9.4, 'happy': 6.2, 'angry': 6.2}",6.2,0.0,9.4,6.2,31.2,46.9,0.0
nn5k4snG3rA_seg025,3.0,0.00313,1e-05,0.01225,0.0,31.0,neutral,"{'sad': 22.6, 'happy': 6.5, 'neutral': 71.0}",0.0,0.0,0.0,6.5,71.0,22.6,0.0
nn5k4snG3rA_seg026,3.0,0.0,0.0,0.0,0.0,31.0,neutral,"{'neutral': 58.1, 'sad': 22.6, 'happy': 9.7, 'fear': 9.7}",0.0,0.0,9.7,9.7,58.1,22.6,0.0
nn5k4snG3rA_seg028,4.0,0.00392,1e-05,0.01087,1e-05,33.0,sad,"{'sad': 42.4, 'fear': 15.2, 'neutral': 30.3, 'happy': 12.1}",0.0,0.0,15.2,12.1,30.3,42.4,0.0
nn5k4snG3rA_seg029,3.0,0.00316,1e-05,0.009,0.0,32.0,sad,"{'fear': 6.2, 'sad': 53.1, 'neutral': 31.2, 'happy': 9.4}",0.0,0.0,6.2,9.4,31.2,53.1,0.0
nn5k4snG3rA_seg030,3.0,0.00339,1e-05,0.00975,0.0,31.0,sad,"{'neutral': 35.5, 'sad': 41.9, 'fear': 6.5, 'happy': 16.1}",0.0,0.0,6.5,16.1,35.5,41.9,0.0
nn5k4snG3rA_seg031,3.0,0.00286,1e-05,0.00969,0.0,31.0,sad,"{'happy': 29.0, 'neutral': 25.8, 'sad': 32.3, 'surprise': 6.5, 'fear': 3.2, 'angry': 3.2}",3.2,0.0,3.2,29.0,25.8,32.3,6.5
P_6vDLq64gE_seg000,3.0,0.00847,5e-05,0.02616,7e-05,26.0,sad,"{'sad': 30.8, 'happy': 3.8, 'fear': 30.8, 'neutral': 30.8, 'angry': 3.8}",3.8,0.0,30.8,3.8,30.8,30.8,0.0
P_6vDLq64gE_seg001,2.0,0.01046,0.00021,0.02099,7e-05,26.0,neutral,"{'sad': 19.2, 'neutral': 57.7, 'fear': 19.2, 'happy': 3.8}",0.0,0.0,19.2,3.8,57.7,19.2,0.0
P_6vDLq64gE_seg002,3.0,0.01274,8e-05,0.03549,2e-05,27.0,sad,"{'fear': 14.8, 'neutral': 18.5, 'sad': 55.6, 'angry': 3.7, 'surprise': 3.7, 'happy': 3.7}",3.7,0.0,14.8,3.7,18.5,55.6,3.7
P_6vDLq64gE_seg003,4.0,0.01826,0.00017,0.03836,3e-05,27.0,happy,"{'sad': 18.5, 'fear': 33.3, 'angry': 3.7, 'neutral': 7.4, 'happy': 37.0}",3.7,0.0,33.3,37.0,7.4,18.5,0.0
P_6vDLq64gE_seg004,3.0,0.01509,0.00013,0.03562,4e-05,27.0,sad,"{'sad': 29.6, 'fear': 25.9, 'neutral': 18.5, 'surprise': 3.7, 'happy': 18.5, 'angry': 3.7}",3.7,0.0,25.9,18.5,18.5,29.6,3.7
P_6vDLq64gE_seg006,3.0,0.0148,0.0002,0.03706,0.00031,27.0,fear,"{'fear': 44.4, 'happy': 11.1, 'angry': 11.1, 'sad': 18.5, 'neutral': 14.8}",11.1,0.0,44.4,11.1,14.8,18.5,0.0
P_6vDLq64gE_seg007,4.0,0.01243,0.00016,0.03399,0.00026,28.0,neutral,"{'neutral': 60.7, 'sad': 25.0, 'happy': 3.6, 'fear': 7.1, 'angry': 3.6}",3.6,0.0,7.1,3.6,60.7,25.0,0.0
P_6vDLq64gE_seg009,3.0,0.01892,0.00012,0.04786,1e-05,26.0,neutral,"{'neutral': 50.0, 'sad': 23.1, 'fear': 26.9}",0.0,0.0,26.9,0.0,50.0,23.1,0.0
P_6vDLq64gE_seg012,4.0,0.0188,0.00014,0.03213,0.00022,27.0,sad,"{'neutral': 29.6, 'happy': 11.1, 'angry': 7.4, 'fear': 18.5, 'sad': 33.3}",7.4,0.0,18.5,11.1,29.6,33.3,0.0
P_6vDLq64gE_seg014,3.0,0.01713,0.0002,0.03459,0.00029,28.0,neutral,"{'fear': 10.7, 'neutral': 46.4, 'sad': 32.1, 'happy': 7.1, 'disgust': 3.6}",0.0,3.6,10.7,7.1,46.4,32.1,0.0
P_6vDLq64gE_seg015,3.0,0.01345,0.00021,0.03401,0.00038,26.0,angry,"{'neutral': 11.5, 'sad': 26.9, 'happy': 3.8, 'fear': 15.4, 'angry': 42.3}",42.3,0.0,15.4,3.8,11.5,26.9,0.0
P_6vDLq64gE_seg018,3.0,0.0146,0.00023,0.03221,0.00025,27.0,sad,"{'sad': 51.9, 'neutral': 3.7, 'fear': 37.0, 'surprise': 3.7, 'angry': 3.7}",3.7,0.0,37.0,0.0,3.7,51.9,3.7
P_6vDLq64gE_seg019,3.0,0.01628,8e-05,0.03545,3e-05,27.0,sad,"{'neutral': 18.5, 'surprise': 7.4, 'angry': 3.7, 'sad': 37.0, 'fear': 33.3}",3.7,0.0,33.3,0.0,18.5,37.0,7.4
P_6vDLq64gE_seg020,3.0,0.01447,0.00018,0.04129,5e-05,26.0,sad,"{'neutral': 26.9, 'fear': 19.2, 'sad': 53.8}",0.0,0.0,19.2,0.0,26.9,53.8,0.0
P_6vDLq64gE_seg022,2.0,0.01576,0.00014,0.03422,0.0001,25.0,sad,"{'fear': 20.0, 'sad': 44.0, 'neutral': 16.0, 'disgust': 4.0, 'angry': 16.0}",16.0,4.0,20.0,0.0,16.0,44.0,0.0
P_6vDLq64gE_seg024,4.0,0.01516,0.00028,0.03674,0.0006,26.0,sad,"{'fear': 23.1, 'neutral': 26.9, 'sad': 46.2, 'angry': 3.8}",3.8,0.0,23.1,0.0,26.9,46.2,0.0
P_6vDLq64gE_seg025,3.0,0.0115,0.0002,0.02707,0.00038,26.0,sad,"{'sad': 69.2, 'neutral': 7.7, 'angry': 3.8, 'happy': 3.8, 'fear': 15.4}",3.8,0.0,15.4,3.8,7.7,69.2,0.0
P_6vDLq64gE_seg029,3.0,0.00917,0.0001,0.03156,0.00011,27.0,sad,"{'happy': 11.1, 'fear': 37.0, 'sad': 40.7, 'neutral': 7.4, 'angry': 3.7}",3.7,0.0,37.0,11.1,7.4,40.7,0.0
P_6vDLq64gE_seg030,4.0,0.01226,0.0001,0.034,0.00022,28.0,fear,"{'sad': 25.0, 'fear': 39.3, 'neutral': 28.6, 'angry': 7.1}",7.1,0.0,39.3,0.0,28.6,25.0,0.0
P_6vDLq64gE_seg031,4.0,0.01312,0.00015,0.02932,0.00018,26.0,sad,"{'neutral': 15.4, 'sad': 42.3, 'happy': 3.8, 'fear': 38.5}",0.0,0.0,38.5,3.8,15.4,42.3,0.0
Q80MfH7xPPE_seg000,3.0,0.00777,2e-05,0.02414,1e-05,26.0,sad,"{'happy': 23.1, 'fear': 19.2, 'neutral': 3.8, 'sad': 42.3, 'angry': 7.7, 'disgust': 3.8}",7.7,3.8,19.2,23.1,3.8,42.3,0.0
Q80MfH7xPPE_seg001,3.0,0.00891,3e-05,0.02277,1e-05,27.0,fear,"{'sad': 29.6, 'happy': 11.1, 'fear': 44.4, 'neutral': 7.4, 'angry': 7.4}",7.4,0.0,44.4,11.1,7.4,29.6,0.0
Q80MfH7xPPE_seg002,3.0,0.00613,3e-05,0.01913,1e-05,26.0,sad,"{'sad': 38.5, 'happy': 26.9, 'angry': 3.8, 'fear': 7.7, 'neutral': 23.1}",3.8,0.0,7.7,26.9,23.1,38.5,0.0
Q80MfH7xPPE_seg003,3.0,0.00896,3e-05,0.02126,1e-05,26.0,sad,"{'happy': 19.2, 'sad': 38.5, 'fear': 15.4, 'angry': 23.1, 'surprise': 3.8}",23.1,0.0,15.4,19.2,0.0,38.5,3.8
Q80MfH7xPPE_seg004,2.0,0.00703,2e-05,0.02054,1e-05,26.0,fear,"{'happy': 26.9, 'sad': 23.1, 'fear': 34.6, 'angry': 3.8, 'neutral': 11.5}",3.8,0.0,34.6,26.9,11.5,23.1,0.0
Q80MfH7xPPE_seg005,3.0,0.00652,1e-05,0.02066,1e-05,27.0,fear,"{'angry': 7.4, 'fear': 29.6, 'neutral': 14.8, 'happy': 11.1, 'surprise': 7.4, 'sad': 29.6}",7.4,0.0,29.6,11.1,14.8,29.6,7.4
Q80MfH7xPPE_seg006,2.0,0.00729,2e-05,0.02143,1e-05,26.0,sad,"{'angry': 15.4, 'fear': 11.5, 'neutral': 19.2, 'sad': 46.2, 'happy': 3.8, 'surprise': 3.8}",15.4,0.0,11.5,3.8,19.2,46.2,3.8
Q80MfH7xPPE_seg007,3.0,0.00783,3e-05,0.02161,1e-05,26.0,happy,"{'sad': 26.9, 'happy': 38.5, 'fear': 23.1, 'angry': 7.7, 'neutral': 3.8}",7.7,0.0,23.1,38.5,3.8,26.9,0.0
Q80MfH7xPPE_seg008,3.0,0.00831,3e-05,0.02169,1e-05,27.0,sad,"{'sad': 40.7, 'neutral': 14.8, 'happy': 33.3, 'surprise': 3.7, 'fear': 7.4}",0.0,0.0,7.4,33.3,14.8,40.7,3.7
Q80MfH7xPPE_seg009,2.0,0.00819,2e-05,0.02101,1e-05,25.0,sad,"{'happy': 16.0, 'sad': 56.0, 'fear': 20.0, 'disgust': 4.0, 'neutral': 4.0}",0.0,4.0,20.0,16.0,4.0,56.0,0.0
Q80MfH7xPPE_seg010,2.0,0.01037,4e-05,0.02405,0.0,28.0,sad,"{'angry': 14.3, 'sad': 50.0, 'fear': 14.3, 'happy': 21.4}",14.3,0.0,14.3,21.4,0.0,50.0,0.0
Q80MfH7xPPE_seg011,2.0,0.0081,3e-05,0.02157,1e-05,26.0,sad,"{'sad': 53.8, 'happy': 23.1, 'angry': 7.7, 'fear': 7.7, 'surprise': 7.7}",7.7,0.0,7.7,23.1,0.0,53.8,7.7
Q80MfH7xPPE_seg012,3.0,0.00962,2e-05,0.0224,0.0,26.0,happy,"{'surprise': 15.4, 'happy': 46.2, 'angry': 11.5, 'fear': 7.7, 'neutral': 3.8, 'sad': 15.4}",11.5,0.0,7.7,46.2,3.8,15.4,15.4
Q80MfH7xPPE_seg013,3.0,0.00745,2e-05,0.02108,1e-05,27.0,sad,"{'sad': 59.3, 'happy': 14.8, 'neutral': 11.1, 'fear': 7.4, 'angry': 7.4}",7.4,0.0,7.4,14.8,11.1,59.3,0.0
Q80MfH7xPPE_seg014,2.0,0.00688,3e-05,0.01894,3e-05,25.0,sad,"{'sad': 52.0, 'happy': 24.0, 'fear': 8.0, 'neutral': 12.0, 'angry': 4.0}",4.0,0.0,8.0,24.0,12.0,52.0,0.0
Q80MfH7xPPE_seg015,3.0,0.00999,5e-05,0.02016,1e-05,27.0,surprise,"{'happy': 11.1, 'sad': 29.6, 'surprise': 33.3, 'fear': 18.5, 'neutral': 3.7, 'angry': 3.7}",3.7,0.0,18.5,11.1,3.7,29.6,33.3
Q80MfH7xPPE_seg016,2.0,0.00762,1e-05,0.01984,1e-05,26.0,sad,"{'fear': 15.4, 'neutral': 19.2, 'surprise': 3.8, 'happy': 15.4, 'sad': 42.3, 'angry': 3.8}",3.8,0.0,15.4,15.4,19.2,42.3,3.8
Q80MfH7xPPE_seg017,2.0,0.00891,2e-05,0.02202,1e-05,26.0,sad,"{'happy': 26.9, 'sad': 46.2, 'fear': 11.5, 'disgust': 3.8, 'neutral': 3.8, 'surprise': 7.7}",0.0,3.8,11.5,26.9,3.8,46.2,7.7
Q80MfH7xPPE_seg018,2.0,0.00908,3e-05,0.02154,1e-05,27.0,sad,"{'sad': 51.9, 'happy': 29.6, 'angry': 7.4, 'fear': 11.1}",7.4,0.0,11.1,29.6,0.0,51.9,0.0
Q80MfH7xPPE_seg019,3.0,0.00811,3e-05,0.02132,1e-05,27.0,sad,"{'happy': 29.6, 'sad': 51.9, 'angry': 3.7, 'disgust': 14.8}",3.7,14.8,0.0,29.6,0.0,51.9,0.0
Q80MfH7xPPE_seg020,2.0,0.00877,2e-05,0.0212,0.0,26.0,neutral,"{'fear': 11.5, 'sad': 26.9, 'neutral': 30.8, 'happy': 30.8}",0.0,0.0,11.5,30.8,30.8,26.9,0.0
rFpDK2KhAgw_seg000,2.0,0.0151,0.00014,0.02699,7e-05,27.0,sad,"{'neutral': 14.8, 'sad': 44.4, 'happy': 29.6, 'fear': 11.1}",0.0,0.0,11.1,29.6,14.8,44.4,0.0
rFpDK2KhAgw_seg001,3.0,0.00801,4e-05,0.02733,5e-05,25.0,sad,"{'happy': 24.0, 'sad': 44.0, 'neutral': 16.0, 'angry': 16.0}",16.0,0.0,0.0,24.0,16.0,44.0,0.0
rFpDK2KhAgw_seg002,2.0,0.01941,0.00013,0.04609,0.00016,26.0,sad,"{'sad': 50.0, 'fear': 3.8, 'happy': 15.4, 'angry': 7.7, 'neutral': 23.1}",7.7,0.0,3.8,15.4,23.1,50.0,0.0
rFpDK2KhAgw_seg003,3.0,0.01261,0.00013,0.02817,4e-05,26.0,sad,"{'sad': 46.2, 'happy': 11.5, 'neutral': 30.8, 'fear': 3.8, 'angry': 7.7}",7.7,0.0,3.8,11.5,30.8,46.2,0.0
rFpDK2KhAgw_seg004,2.0,0.0095,7e-05,0.02675,1e-05,25.0,sad,"{'sad': 44.0, 'angry': 8.0, 'fear': 32.0, 'happy': 4.0, 'neutral': 12.0}",8.0,0.0,32.0,4.0,12.0,44.0,0.0
rFpDK2KhAgw_seg005,2.0,0.01952,0.00028,0.03617,6e-05,25.0,sad,"{'neutral': 24.0, 'happy': 4.0, 'fear': 8.0, 'sad': 36.0, 'angry': 28.0}",28.0,0.0,8.0,4.0,24.0,36.0,0.0
rFpDK2KhAgw_seg006,3.0,0.0161,0.00011,0.03546,2e-05,28.0,neutral,"{'neutral': 39.3, 'angry': 3.6, 'fear': 10.7, 'sad': 35.7, 'happy': 10.7}",3.6,0.0,10.7,10.7,39.3,35.7,0.0
rFpDK2KhAgw_seg007,3.0,0.01185,6e-05,0.02718,2e-05,26.0,neutral,"{'sad': 23.1, 'neutral': 50.0, 'happy': 11.5, 'surprise': 3.8, 'fear': 7.7, 'angry': 3.8}",3.8,0.0,7.7,11.5,50.0,23.1,3.8
rFpDK2KhAgw_seg008,3.0,0.01264,0.00013,0.04017,7e-05,27.0,neutral,"{'sad': 22.2, 'fear': 18.5, 'angry': 7.4, 'neutral': 37.0, 'happy': 14.8}",7.4,0.0,18.5,14.8,37.0,22.2,0.0
rFpDK2KhAgw_seg009,2.0,0.00867,4e-05,0.02731,2e-05,25.0,sad,"{'fear': 16.0, 'sad': 28.0, 'neutral': 24.0, 'happy': 20.0, 'angry': 12.0}",12.0,0.0,16.0,20.0,24.0,28.0,0.0
rFpDK2KhAgw_seg010,3.0,0.00677,3e-05,0.02716,1e-05,26.0,neutral,"{'happy': 7.7, 'neutral': 57.7, 'angry': 23.1, 'sad': 7.7, 'fear': 3.8}",23.1,0.0,3.8,7.7,57.7,7.7,0.0
rFpDK2KhAgw_seg011,3.0,0.01168,9e-05,0.03334,6e-05,25.0,sad,"{'neutral': 32.0, 'sad': 48.0, 'angry': 4.0, 'happy': 12.0, 'fear': 4.0}",4.0,0.0,4.0,12.0,32.0,48.0,0.0
rFpDK2KhAgw_seg012,3.0,0.00745,0.00011,0.02726,8e-05,26.0,neutral,"{'neutral': 42.3, 'happy': 11.5, 'sad': 19.2, 'fear': 23.1, 'angry': 3.8}",3.8,0.0,23.1,11.5,42.3,19.2,0.0
rFpDK2KhAgw_seg013,3.0,0.0058,1e-05,0.02486,0.0,25.0,neutral,"{'fear': 4.0, 'neutral': 64.0, 'happy': 4.0, 'sad': 28.0}",0.0,0.0,4.0,4.0,64.0,28.0,0.0
rFpDK2KhAgw_seg014,2.0,0.00852,4e-05,0.03108,5e-05,26.0,neutral,"{'neutral': 50.0, 'sad': 38.5, 'angry': 3.8, 'happy': 3.8, 'fear': 3.8}",3.8,0.0,3.8,3.8,50.0,38.5,0.0
rFpDK2KhAgw_seg015,3.0,0.00493,2e-05,0.02225,1e-05,26.0,sad,"{'fear': 15.4, 'happy': 11.5, 'sad': 26.9, 'neutral': 26.9, 'angry': 15.4, 'surprise': 3.8}",15.4,0.0,15.4,11.5,26.9,26.9,3.8
rFpDK2KhAgw_seg016,3.0,0.01116,7e-05,0.03001,5e-05,26.0,sad,"{'sad': 61.5, 'fear': 11.5, 'neutral': 11.5, 'happy': 11.5, 'angry': 3.8}",3.8,0.0,11.5,11.5,11.5,61.5,0.0
rFpDK2KhAgw_seg017,3.0,0.00887,9e-05,0.03171,8e-05,25.0,sad,"{'neutral': 36.0, 'happy': 8.0, 'sad': 44.0, 'fear': 12.0}",0.0,0.0,12.0,8.0,36.0,44.0,0.0
rFpDK2KhAgw_seg018,4.0,0.00996,5e-05,0.0272,2e-05,26.0,sad,"{'sad': 42.3, 'neutral': 23.1, 'happy': 15.4, 'surprise': 3.8, 'fear': 3.8, 'angry': 11.5}",11.5,0.0,3.8,15.4,23.1,42.3,3.8
rFpDK2KhAgw_seg019,4.0,0.01657,0.00021,0.04287,8e-05,25.0,neutral,"{'angry': 12.0, 'neutral': 40.0, 'happy': 8.0, 'fear': 12.0, 'sad': 28.0}",12.0,0.0,12.0,8.0,40.0,28.0,0.0
TS6lFDVR-3g_seg000,4.0,0.00835,4e-05,0.01933,8e-05,33.0,sad,"{'sad': 33.3, 'neutral': 12.1, 'fear': 33.3, 'happy': 15.2, 'angry': 6.1}",6.1,0.0,33.3,15.2,12.1,33.3,0.0
TS6lFDVR-3g_seg001,4.0,0.01112,4e-05,0.02149,5e-05,31.0,happy,"{'happy': 32.3, 'fear': 32.3, 'sad': 16.1, 'neutral': 19.4}",0.0,0.0,32.3,32.3,19.4,16.1,0.0
TS6lFDVR-3g_seg002,4.0,0.00805,4e-05,0.01906,3e-05,31.0,sad,"{'sad': 32.3, 'fear': 12.9, 'neutral': 32.3, 'happy': 16.1, 'angry': 6.5}",6.5,0.0,12.9,16.1,32.3,32.3,0.0
TS6lFDVR-3g_seg003,4.0,0.00898,4e-05,0.01673,1e-05,31.0,neutral,"{'neutral': 38.7, 'sad': 32.3, 'happy': 9.7, 'fear': 16.1, 'angry': 3.2}",3.2,0.0,16.1,9.7,38.7,32.3,0.0
TS6lFDVR-3g_seg004,3.0,0.0108,5e-05,0.01789,1e-05,32.0,fear,"{'fear': 34.4, 'sad': 25.0, 'neutral': 18.8, 'happy': 18.8, 'surprise': 3.1}",0.0,0.0,34.4,18.8,18.8,25.0,3.1
TS6lFDVR-3g_seg005,4.0,0.01036,6e-05,0.01807,2e-05,33.0,neutral,"{'fear': 30.3, 'happy': 15.2, 'sad': 15.2, 'surprise': 6.1, 'neutral': 33.3}",0.0,0.0,30.3,15.2,33.3,15.2,6.1
TS6lFDVR-3g_seg006,4.0,0.00903,4e-05,0.01832,4e-05,31.0,neutral,"{'happy': 16.1, 'surprise': 9.7, 'fear': 29.0, 'neutral': 32.3, 'sad': 12.9}",0.0,0.0,29.0,16.1,32.3,12.9,9.7
TS6lFDVR-3g_seg007,3.0,0.01095,6e-05,0.01787,2e-05,31.0,fear,"{'fear': 48.4, 'sad': 16.1, 'neutral': 22.6, 'happy': 12.9}",0.0,0.0,48.4,12.9,22.6,16.1,0.0
TS6lFDVR-3g_seg008,3.0,0.01038,5e-05,0.01684,1e-05,31.0,neutral,"{'neutral': 45.2, 'fear': 22.6, 'sad': 16.1, 'happy': 16.1}",0.0,0.0,22.6,16.1,45.2,16.1,0.0
TS6lFDVR-3g_seg009,3.0,0.00678,3e-05,0.01912,3e-05,31.0,neutral,"{'sad': 12.9, 'neutral': 45.2, 'angry': 3.2, 'fear': 22.6, 'happy': 12.9, 'surprise': 3.2}",3.2,0.0,22.6,12.9,45.2,12.9,3.2
TS6lFDVR-3g_seg010,4.0,0.0116,4e-05,0.02264,8e-05,32.0,neutral,"{'neutral': 28.1, 'fear': 28.1, 'disgust': 3.1, 'happy': 6.2, 'sad': 25.0, 'angry': 6.2, 'surprise': 3.1}",6.2,3.1,28.1,6.2,28.1,25.0,3.1
TS6lFDVR-3g_seg011,3.0,0.00987,5e-05,0.01688,1e-05,34.0,sad,"{'sad': 35.3, 'fear': 17.6, 'neutral': 20.6, 'happy': 11.8, 'angry': 5.9, 'disgust': 2.9, 'surprise': 5.9}",5.9,2.9,17.6,11.8,20.6,35.3,5.9
TS6lFDVR-3g_seg012,3.0,0.01255,5e-05,0.02793,0.00041,31.0,happy,"{'happy': 25.8, 'fear': 19.4, 'neutral': 22.6, 'sad': 12.9, 'angry': 16.1, 'disgust': 3.2}",16.1,3.2,19.4,25.8,22.6,12.9,0.0
TS6lFDVR-3g_seg013,3.0,0.00938,4e-05,0.01704,1e-05,32.0,neutral,"{'neutral': 37.5, 'fear': 18.8, 'sad': 28.1, 'happy': 9.4, 'surprise': 3.1, 'angry': 3.1}",3.1,0.0,18.8,9.4,37.5,28.1,3.1
TS6lFDVR-3g_seg014,4.0,0.01135,5e-05,0.01587,1e-05,32.0,happy,"{'happy': 28.1, 'fear': 18.8, 'sad': 18.8, 'neutral': 28.1, 'angry': 6.2}",6.2,0.0,18.8,28.1,28.1,18.8,0.0
TS6lFDVR-3g_seg015,3.0,0.00886,3e-05,0.01926,4e-05,31.0,neutral,"{'fear': 22.6, 'neutral': 41.9, 'sad': 25.8, 'angry': 6.5, 'surprise': 3.2}",6.5,0.0,22.6,0.0,41.9,25.8,3.2
TS6lFDVR-3g_seg016,3.0,0.01026,5e-05,0.01756,1e-05,31.0,neutral,"{'neutral': 35.5, 'sad': 32.3, 'fear': 22.6, 'angry': 3.2, 'happy': 3.2, 'surprise': 3.2}",3.2,0.0,22.6,3.2,35.5,32.3,3.2
TS6lFDVR-3g_seg017,4.0,0.009,4e-05,0.01965,2e-05,32.0,neutral,"{'sad': 18.8, 'fear': 18.8, 'happy': 12.5, 'neutral': 37.5, 'angry': 12.5}",12.5,0.0,18.8,12.5,37.5,18.8,0.0
tt2xKhTHZQs_seg000,3.0,0.00698,7e-05,0.02047,4e-05,25.0,fear,"{'sad': 28.0, 'fear': 36.0, 'angry': 4.0, 'neutral': 24.0, 'happy': 8.0}",4.0,0.0,36.0,8.0,24.0,28.0,0.0
tt2xKhTHZQs_seg001,3.0,0.00665,4e-05,0.0259,0.0001,26.0,neutral,"{'fear': 19.2, 'neutral': 42.3, 'sad': 30.8, 'happy': 7.7}",0.0,0.0,19.2,7.7,42.3,30.8,0.0
tt2xKhTHZQs_seg002,3.0,0.0034,1e-05,0.02159,2e-05,25.0,neutral,"{'angry': 4.0, 'sad': 32.0, 'neutral': 44.0, 'fear': 20.0}",4.0,0.0,20.0,0.0,44.0,32.0,0.0
tt2xKhTHZQs_seg003,2.0,0.00661,9e-05,0.02455,8e-05,26.0,sad,"{'sad': 53.8, 'happy': 7.7, 'neutral': 34.6, 'fear': 3.8}",0.0,0.0,3.8,7.7,34.6,53.8,0.0
